ward_no,distance,units,pct,polling_place_name,voter_count
1,0-5 min.,0,0,Firehouse Station 38,1447
1,5-10 min.,421,24.77928193054738,Firehouse Station 38,1447
1,10-15 min.,77,4.532077692760447,Firehouse Station 38,1447
1,15+ min.,1201,70.68864037669216,Firehouse Station 38,1447
2,0-5 min.,0,0,Greater Holy Temple Christian Academy,519
2,5-10 min.,576,86.74698795180723,Greater Holy Temple Christian Academy,519
2,10-15 min.,88,13.253012048192772,Greater Holy Temple Christian Academy,519
2,15+ min.,0,0,Greater Holy Temple Christian Academy,519
3,0-5 min.,0,0,Greater Holy Temple Christian Academy,972
3,5-10 min.,0,0,Greater Holy Temple Christian Academy,972
3,10-15 min.,0,0,Greater Holy Temple Christian Academy,972
3,15+ min.,776,100,Greater Holy Temple Christian Academy,972
4,0-5 min.,0,0,Spirit Life Church,1622
4,5-10 min.,397,21.933701657458563,Spirit Life Church,1622
4,10-15 min.,667,36.85082872928177,Spirit Life Church,1622
4,15+ min.,746,41.21546961325967,Spirit Life Church,1622
5,0-5 min.,0,0,Greater Holy Temple Christian Academy,848
5,5-10 min.,0,0,Greater Holy Temple Christian Academy,848
5,10-15 min.,0,0,Greater Holy Temple Christian Academy,848
5,15+ min.,922,100,Greater Holy Temple Christian Academy,848
6,0-5 min.,43,5.162064825930372,Goodrich School,1311
6,5-10 min.,237,28.45138055222089,Goodrich School,1311
6,10-15 min.,469,56.30252100840336,Goodrich School,1311
6,15+ min.,84,10.084033613445378,Goodrich School,1311
7,0-5 min.,30,5.2356020942408374,Goodrich School,651
7,5-10 min.,275,47.99301919720768,Goodrich School,651
7,10-15 min.,166,28.970331588132638,Goodrich School,651
7,15+ min.,102,17.801047120418847,Goodrich School,651
8,0-5 min.,0,0,Vincent High School,1387
8,5-10 min.,247,21.80052956751986,Vincent High School,1387
8,10-15 min.,206,18.181818181818183,Vincent High School,1387
8,15+ min.,680,60.01765225066195,Vincent High School,1387
9,0-5 min.,4,0.6700167504187605,Stuart School,806
9,5-10 min.,117,19.597989949748744,Stuart School,806
9,10-15 min.,135,22.613065326633166,Stuart School,806
9,15+ min.,341,57.11892797319933,Stuart School,806
10,0-5 min.,46,5.0884955752212395,Stuart School,1306
10,5-10 min.,198,21.902654867256636,Stuart School,1306
10,10-15 min.,258,28.539823008849556,Stuart School,1306
10,15+ min.,402,44.469026548672566,Stuart School,1306
11,0-5 min.,190,20.43010752688172,Milwaukee School of Sign Language School,1150
11,5-10 min.,715,76.88172043010752,Milwaukee School of Sign Language School,1150
11,10-15 min.,25,2.6881720430107525,Milwaukee School of Sign Language School,1150
11,15+ min.,0,0,Milwaukee School of Sign Language School,1150
12,0-5 min.,0,0,Milwaukee School of Sign Language School,959
12,5-10 min.,113,16.448326055312958,Milwaukee School of Sign Language School,959
12,10-15 min.,134,19.50509461426492,Milwaukee School of Sign Language School,959
12,15+ min.,440,64.04657933042213,Milwaukee School of Sign Language School,959
13,0-5 min.,49,11.63895486935867,Clara Barton School,570
13,5-10 min.,259,61.520190023752974,Clara Barton School,570
13,10-15 min.,93,22.090261282660332,Clara Barton School,570
13,15+ min.,20,4.750593824228028,Clara Barton School,570
14,0-5 min.,0,0,Thoreau School,1085
14,5-10 min.,363,36.01190476190476,Thoreau School,1085
14,10-15 min.,565,56.051587301587304,Thoreau School,1085
14,15+ min.,80,7.936507936507936,Thoreau School,1085
15,0-5 min.,10,1.9417475728155338,Thoreau School,834
15,5-10 min.,196,38.05825242718446,Thoreau School,834
15,10-15 min.,199,38.640776699029125,Thoreau School,834
15,15+ min.,110,21.35922330097087,Thoreau School,834
16,0-5 min.,7,0.5223880597014926,Green Tree Preparatory Academy,1510
16,5-10 min.,198,14.776119402985074,Green Tree Preparatory Academy,1510
16,10-15 min.,434,32.38805970149254,Green Tree Preparatory Academy,1510
16,15+ min.,701,52.3134328358209,Green Tree Preparatory Academy,1510
17,0-5 min.,0,0,Green Tree Preparatory Academy,682
17,5-10 min.,20,4.301075268817205,Green Tree Preparatory Academy,682
17,10-15 min.,72,15.483870967741936,Green Tree Preparatory Academy,682
17,15+ min.,373,80.21505376344086,Green Tree Preparatory Academy,682
18,0-5 min.,0,0,Milwaukee Police Safety Academy,934
18,5-10 min.,0,0,Milwaukee Police Safety Academy,934
18,10-15 min.,114,14.339622641509434,Milwaukee Police Safety Academy,934
18,15+ min.,681,85.66037735849056,Milwaukee Police Safety Academy,934
19,0-5 min.,0,0,Milwaukee Police Safety Academy,794
19,5-10 min.,13,1.8232819074333801,Milwaukee Police Safety Academy,794
19,10-15 min.,379,53.15568022440392,Milwaukee Police Safety Academy,794
19,15+ min.,321,45.02103786816269,Milwaukee Police Safety Academy,794
20,0-5 min.,97,10.010319917440661,Thurston Woods School,1103
20,5-10 min.,451,46.542827657378744,Thurston Woods School,1103
20,10-15 min.,382,39.42208462332301,Thurston Woods School,1103
20,15+ min.,39,4.024767801857585,Thurston Woods School,1103
21,0-5 min.,151,32.19616204690831,Thurston Woods School,506
21,5-10 min.,270,57.56929637526652,Thurston Woods School,506
21,10-15 min.,48,10.23454157782516,Thurston Woods School,506
21,15+ min.,0,0,Thurston Woods School,506
22,0-5 min.,0,0,New Beginnings,846
22,5-10 min.,276,36.26806833114323,New Beginnings,846
22,10-15 min.,360,47.306176084099874,New Beginnings,846
22,15+ min.,125,16.4257555847569,New Beginnings,846
23,0-5 min.,0,0,New Beginnings,656
23,5-10 min.,2,1.1111111111111112,New Beginnings,656
23,10-15 min.,0,0,New Beginnings,656
23,15+ min.,178,98.88888888888889,New Beginnings,656
24,0-5 min.,0,0,Kluge School,350
24,5-10 min.,14,3.3333333333333335,Kluge School,350
24,10-15 min.,272,64.76190476190476,Kluge School,350
24,15+ min.,134,31.9047619047619,Kluge School,350
25,0-5 min.,147,18.421052631578945,Kluge School,799
25,5-10 min.,453,56.766917293233085,Kluge School,799
25,10-15 min.,198,24.81203007518797,Kluge School,799
25,15+ min.,0,0,Kluge School,799
26,0-5 min.,0,0,Kluge School,463
26,5-10 min.,230,56.372549019607845,Kluge School,463
26,10-15 min.,130,31.862745098039213,Kluge School,463
26,15+ min.,48,11.76470588235294,Kluge School,463
27,0-5 min.,19,3.5381750465549344,Madison High School,712
27,5-10 min.,309,57.54189944134078,Madison High School,712
27,10-15 min.,190,35.38175046554935,Madison High School,712
27,15+ min.,19,3.5381750465549344,Madison High School,712
28,0-5 min.,0,0,Madison High School,547
28,5-10 min.,0,0,Madison High School,547
28,10-15 min.,162,27.882960413080895,Madison High School,547
28,15+ min.,419,72.1170395869191,Madison High School,547
29,0-5 min.,0,0,Madison High School,741
29,5-10 min.,0,0,Madison High School,741
29,10-15 min.,105,17.045454545454543,Madison High School,741
29,15+ min.,511,82.95454545454545,Madison High School,741
30,0-5 min.,68,10.59190031152648,Bryant School,662
30,5-10 min.,375,58.41121495327103,Bryant School,662
30,10-15 min.,120,18.69158878504673,Bryant School,662
30,15+ min.,79,12.305295950155763,Bryant School,662
31,0-5 min.,0,0,Bryant School,839
31,5-10 min.,68,7.916181606519208,Bryant School,839
31,10-15 min.,488,56.810244470314316,Bryant School,839
31,15+ min.,303,35.273573923166474,Bryant School,839
32,0-5 min.,0,0,Maple Tree School,1046
32,5-10 min.,44,5.0113895216400905,Maple Tree School,1046
32,10-15 min.,234,26.65148063781321,Maple Tree School,1046
32,15+ min.,600,68.3371298405467,Maple Tree School,1046
33,0-5 min.,21,1.416048550236008,River Trail School,2212
33,5-10 min.,225,15.171948752528658,River Trail School,2212
33,10-15 min.,343,23.12879298718813,River Trail School,2212
33,15+ min.,894,60.2832097100472,River Trail School,2212
34,0-5 min.,0,0,Parkview School,597
34,5-10 min.,0,0,Parkview School,597
34,10-15 min.,367,45.42079207920792,Parkview School,597
34,15+ min.,441,54.579207920792086,Parkview School,597
35,0-5 min.,51,3.9110429447852764,Parkview School,1549
35,5-10 min.,397,30.44478527607362,Parkview School,1549
35,10-15 min.,672,51.533742331288344,Parkview School,1549
35,15+ min.,184,14.11042944785276,Parkview School,1549
36,0-5 min.,73,10.38406827880512,Engelburg School,851
36,5-10 min.,391,55.618776671408256,Engelburg School,851
36,10-15 min.,98,13.940256045519202,Engelburg School,851
36,15+ min.,141,20.056899004267425,Engelburg School,851
37,0-5 min.,0,0,Engelburg School,878
37,5-10 min.,276,26.26070409134158,Engelburg School,878
37,10-15 min.,428,40.72312083729781,Engelburg School,878
37,15+ min.,347,33.01617507136061,Engelburg School,878
38,0-5 min.,49,7.814992025518341,Engelburg School,597
38,5-10 min.,267,42.58373205741627,Engelburg School,597
38,10-15 min.,301,48.006379585326954,Engelburg School,597
38,15+ min.,10,1.5948963317384368,Engelburg School,597
39,0-5 min.,56,8.98876404494382,Grantosa Drive School,823
39,5-10 min.,387,62.11878009630819,Grantosa Drive School,823
39,10-15 min.,180,28.892455858747994,Grantosa Drive School,823
39,15+ min.,0,0,Grantosa Drive School,823
40,0-5 min.,153,22.666666666666664,Seventy-Six Street Building,753
40,5-10 min.,247,36.592592592592595,Seventy-Six Street Building,753
40,10-15 min.,275,40.74074074074074,Seventy-Six Street Building,753
40,15+ min.,0,0,Seventy-Six Street Building,753
41,0-5 min.,84,11.38211382113821,Lancaster School,1004
41,5-10 min.,349,47.289972899729,Lancaster School,1004
41,10-15 min.,234,31.70731707317073,Lancaster School,1004
41,15+ min.,71,9.620596205962059,Lancaster School,1004
42,0-5 min.,79,8.690869086908691,Byron Kilbourn School,1166
42,5-10 min.,446,49.064906490649065,Byron Kilbourn School,1166
42,10-15 min.,343,37.733773377337734,Byron Kilbourn School,1166
42,15+ min.,41,4.51045104510451,Byron Kilbourn School,1166
43,0-5 min.,5,0.700280112044818,Lancaster School,1065
43,5-10 min.,318,44.537815126050425,Lancaster School,1065
43,10-15 min.,271,37.95518207282913,Lancaster School,1065
43,15+ min.,120,16.80672268907563,Lancaster School,1065
44,0-5 min.,183,20.515695067264573,Silver Spring Neighborhood Center,1030
44,5-10 min.,413,46.300448430493276,Silver Spring Neighborhood Center,1030
44,10-15 min.,285,31.950672645739907,Silver Spring Neighborhood Center,1030
44,15+ min.,11,1.2331838565022422,Silver Spring Neighborhood Center,1030
45,0-5 min.,66,8.138101109741061,Hampton School,1019
45,5-10 min.,504,62.14549938347719,Hampton School,1019
45,10-15 min.,241,29.716399506781748,Hampton School,1019
45,15+ min.,0,0,Hampton School,1019
46,0-5 min.,0,0,Hampton School,477
46,5-10 min.,137,36.63101604278075,Hampton School,477
46,10-15 min.,199,53.20855614973262,Hampton School,477
46,15+ min.,38,10.16042780748663,Hampton School,477
47,0-5 min.,32,6.477732793522267,McGovern Park Senior Center,573
47,5-10 min.,326,65.9919028340081,McGovern Park Senior Center,573
47,10-15 min.,136,27.530364372469634,McGovern Park Senior Center,573
47,15+ min.,0,0,McGovern Park Senior Center,573
48,0-5 min.,39,2.6767330130404945,Barack Obama School of CTE,1486
48,5-10 min.,431,29.58133150308854,Barack Obama School of CTE,1486
48,10-15 min.,792,54.358270418668496,Barack Obama School of CTE,1486
48,15+ min.,195,13.383665065202472,Barack Obama School of CTE,1486
49,0-5 min.,0,0,McGovern Park Senior Center,1009
49,5-10 min.,215,22.536687631027252,McGovern Park Senior Center,1009
49,10-15 min.,465,48.742138364779876,McGovern Park Senior Center,1009
49,15+ min.,274,28.721174004192875,McGovern Park Senior Center,1009
50,0-5 min.,61,7.142857142857142,Villard Square Branch,732
50,5-10 min.,228,26.697892271662766,Villard Square Branch,732
50,10-15 min.,472,55.26932084309133,Villard Square Branch,732
50,15+ min.,93,10.889929742388759,Villard Square Branch,732
51,0-5 min.,130,14.25438596491228,Villard Square Branch,880
51,5-10 min.,420,46.05263157894737,Villard Square Branch,880
51,10-15 min.,349,38.26754385964912,Villard Square Branch,880
51,15+ min.,13,1.425438596491228,Villard Square Branch,880
52,0-5 min.,0,0,Marvin Pratt School,811
52,5-10 min.,12,1.8957345971563981,Marvin Pratt School,811
52,10-15 min.,226,35.70300157977883,Marvin Pratt School,811
52,15+ min.,395,62.40126382306477,Marvin Pratt School,811
53,0-5 min.,86,25.595238095238095,Marvin Pratt School,754
53,5-10 min.,58,17.261904761904763,Marvin Pratt School,754
53,10-15 min.,142,42.26190476190476,Marvin Pratt School,754
53,15+ min.,50,14.880952380952381,Marvin Pratt School,754
54,0-5 min.,44,5.288461538461538,Milwaukee Excellence Charter,918
54,5-10 min.,592,71.15384615384616,Milwaukee Excellence Charter,918
54,10-15 min.,196,23.557692307692307,Milwaukee Excellence Charter,918
54,15+ min.,0,0,Milwaukee Excellence Charter,918
55,0-5 min.,0,0,Rufus King High School,687
55,5-10 min.,34,5.851979345955249,Rufus King High School,687
55,10-15 min.,120,20.65404475043029,Rufus King High School,687
55,15+ min.,427,73.49397590361446,Rufus King High School,687
56,0-5 min.,151,13.006029285099052,Rufus King High School,1465
56,5-10 min.,649,55.900086132644276,Rufus King High School,1465
56,10-15 min.,216,18.6046511627907,Rufus King High School,1465
56,15+ min.,145,12.489233419465979,Rufus King High School,1465
57,0-5 min.,219,25.704225352112676,Atkinson Library,872
57,5-10 min.,371,43.544600938967136,Atkinson Library,872
57,10-15 min.,262,30.751173708920188,Atkinson Library,872
57,15+ min.,0,0,Atkinson Library,872
58,0-5 min.,393,48.45869297163995,New Hope Missionary Baptist Church,782
58,5-10 min.,418,51.54130702836005,New Hope Missionary Baptist Church,782
58,10-15 min.,0,0,New Hope Missionary Baptist Church,782
58,15+ min.,0,0,New Hope Missionary Baptist Church,782
59,0-5 min.,0,0,New Hope Missionary Baptist Church,684
59,5-10 min.,185,28.549382716049383,New Hope Missionary Baptist Church,684
59,10-15 min.,386,59.5679012345679,New Hope Missionary Baptist Church,684
59,15+ min.,77,11.882716049382717,New Hope Missionary Baptist Church,684
60,0-5 min.,0,0,Banner Prep / Asata High School,612
60,5-10 min.,28,3.7433155080213902,Banner Prep / Asata High School,612
60,10-15 min.,172,22.994652406417114,Banner Prep / Asata High School,612
60,15+ min.,548,73.2620320855615,Banner Prep / Asata High School,612
61,0-5 min.,0,0,Samuel Clemens School,1144
61,5-10 min.,197,19.42800788954635,Samuel Clemens School,1144
61,10-15 min.,384,37.8698224852071,Samuel Clemens School,1144
61,15+ min.,433,42.70216962524655,Samuel Clemens School,1144
62,0-5 min.,138,15.664018161180476,Samuel Clemens School,1147
62,5-10 min.,469,53.23496027241771,Samuel Clemens School,1147
62,10-15 min.,274,31.101021566401815,Samuel Clemens School,1147
62,15+ min.,0,0,Samuel Clemens School,1147
63,0-5 min.,10,3.7735849056603774,Central City CyberSchool,688
63,5-10 min.,191,72.0754716981132,Central City CyberSchool,688
63,10-15 min.,64,24.150943396226417,Central City CyberSchool,688
63,15+ min.,0,0,Central City CyberSchool,688
64,0-5 min.,0,0,Central City CyberSchool,623
64,5-10 min.,145,26.268115942028984,Central City CyberSchool,623
64,10-15 min.,312,56.52173913043478,Central City CyberSchool,623
64,15+ min.,95,17.21014492753623,Central City CyberSchool,623
65,0-5 min.,98,10.733844468784227,Congress School,1132
65,5-10 min.,462,50.602409638554214,Congress School,1132
65,10-15 min.,353,38.66374589266155,Congress School,1132
65,15+ min.,0,0,Congress School,1132
66,0-5 min.,69,9.759547383309759,Congress School,944
66,5-10 min.,332,46.95898161244696,Congress School,944
66,10-15 min.,246,34.794908062234796,Congress School,944
66,15+ min.,60,8.486562942008486,Congress School,944
67,0-5 min.,188,21.266968325791854,Marshall High School,1224
67,5-10 min.,572,64.70588235294117,Marshall High School,1224
67,10-15 min.,124,14.027149321266968,Marshall High School,1224
67,15+ min.,0,0,Marshall High School,1224
68,0-5 min.,0,0,Marshall High School,742
68,5-10 min.,162,29.294755877034355,Marshall High School,742
68,10-15 min.,242,43.76130198915009,Marshall High School,742
68,15+ min.,149,26.94394213381555,Marshall High School,742
69,0-5 min.,0,0,Marshall High School,968
69,5-10 min.,129,19.34032983508246,Marshall High School,968
69,10-15 min.,353,52.92353823088456,Marshall High School,968
69,15+ min.,185,27.736131934032983,Marshall High School,968
70,0-5 min.,205,25.624999999999996,Indigenous Park Pavilion,1111
70,5-10 min.,505,63.125,Indigenous Park Pavilion,1111
70,10-15 min.,90,11.25,Indigenous Park Pavilion,1111
70,15+ min.,0,0,Indigenous Park Pavilion,1111
71,0-5 min.,0,0,Milwaukee Environmental Sciences School,871
71,5-10 min.,126,20.792079207920793,Milwaukee Environmental Sciences School,871
71,10-15 min.,312,51.48514851485149,Milwaukee Environmental Sciences School,871
71,15+ min.,168,27.722772277227726,Milwaukee Environmental Sciences School,871
72,0-5 min.,0,0,Milwaukee German Immersion School,760
72,5-10 min.,0,0,Milwaukee German Immersion School,760
72,10-15 min.,197,35.115864527629235,Milwaukee German Immersion School,760
72,15+ min.,364,64.88413547237076,Milwaukee German Immersion School,760
73,0-5 min.,17,2.941176470588235,Craig Montessori School,719
73,5-10 min.,251,43.42560553633218,Craig Montessori School,719
73,10-15 min.,220,38.062283737024224,Craig Montessori School,719
73,15+ min.,90,15.570934256055363,Craig Montessori School,719
74,0-5 min.,0,0,Craig Montessori School,705
74,5-10 min.,166,27.666666666666668,Craig Montessori School,705
74,10-15 min.,346,57.666666666666664,Craig Montessori School,705
74,15+ min.,88,14.666666666666666,Craig Montessori School,705
75,0-5 min.,141,14.984059511158343,Emerson School,1223
75,5-10 min.,457,48.565356004250795,Emerson School,1223
75,10-15 min.,287,30.49946865037195,Emerson School,1223
75,15+ min.,56,5.951115834218916,Emerson School,1223
76,0-5 min.,91,9.036742800397219,Emerson School,1210
76,5-10 min.,366,36.34558093346574,Emerson School,1210
76,10-15 min.,413,41.012909632572,Emerson School,1210
76,15+ min.,137,13.604766633565044,Emerson School,1210
77,0-5 min.,0,0,Ninety - Fifth Street School,1250
77,5-10 min.,197,16.042345276872965,Ninety - Fifth Street School,1250
77,10-15 min.,221,17.996742671009773,Ninety - Fifth Street School,1250
77,15+ min.,810,65.96091205211727,Ninety - Fifth Street School,1250
78,0-5 min.,115,23.809523809523807,Ninety - Fifth Street School,674
78,5-10 min.,353,73.08488612836439,Ninety - Fifth Street School,674
78,10-15 min.,15,3.1055900621118013,Ninety - Fifth Street School,674
78,15+ min.,0,0,Ninety - Fifth Street School,674
79,0-5 min.,0,0,Cooper Park Pavilion,1554
79,5-10 min.,0,0,Cooper Park Pavilion,1554
79,10-15 min.,96,11.469534050179211,Cooper Park Pavilion,1554
79,15+ min.,741,88.5304659498208,Cooper Park Pavilion,1554
80,0-5 min.,0,0,Milwaukee School of Languages,765
80,5-10 min.,130,23.381294964028775,Milwaukee School of Languages,765
80,10-15 min.,254,45.68345323741007,Milwaukee School of Languages,765
80,15+ min.,172,30.935251798561154,Milwaukee School of Languages,765
81,0-5 min.,24,4.21792618629174,Milwaukee School of Languages,755
81,5-10 min.,377,66.25659050966608,Milwaukee School of Languages,755
81,10-15 min.,168,29.525483304042176,Milwaukee School of Languages,755
81,15+ min.,0,0,Milwaukee School of Languages,755
82,0-5 min.,204,66.44951140065146,Firehouse Station 22,369
82,5-10 min.,103,33.55048859934853,Firehouse Station 22,369
82,10-15 min.,0,0,Firehouse Station 22,369
82,15+ min.,0,0,Firehouse Station 22,369
83,0-5 min.,192,16.827344434706397,Cooper Park Pavilion,1667
83,5-10 min.,753,65.99474145486415,Cooper Park Pavilion,1667
83,10-15 min.,196,17.177914110429448,Cooper Park Pavilion,1667
83,15+ min.,0,0,Cooper Park Pavilion,1667
84,0-5 min.,14,1.8617021276595744,Boys & Girls Club - Mary Ryan,926
84,5-10 min.,402,53.45744680851063,Boys & Girls Club - Mary Ryan,926
84,10-15 min.,300,39.8936170212766,Boys & Girls Club - Mary Ryan,926
84,15+ min.,36,4.787234042553192,Boys & Girls Club - Mary Ryan,926
85,0-5 min.,224,21.17202268431002,Eighty-First Street School,1488
85,5-10 min.,660,62.38185255198487,Eighty-First Street School,1488
85,10-15 min.,174,16.446124763705104,Eighty-First Street School,1488
85,15+ min.,0,0,Eighty-First Street School,1488
86,0-5 min.,66,8.991825613079019,Milwaukee German Immersion School,942
86,5-10 min.,482,65.66757493188011,Milwaukee German Immersion School,942
86,10-15 min.,185,25.204359673024523,Milwaukee German Immersion School,942
86,15+ min.,1,0.13623978201634876,Milwaukee German Immersion School,942
87,0-5 min.,29,4.393939393939394,Milwaukee German Immersion School,930
87,5-10 min.,508,76.96969696969697,Milwaukee German Immersion School,930
87,10-15 min.,123,18.636363636363637,Milwaukee German Immersion School,930
87,15+ min.,0,0,Milwaukee German Immersion School,930
88,0-5 min.,51,4.24646128226478,Dineen Park Pavilion,1460
88,5-10 min.,646,53.78850957535387,Dineen Park Pavilion,1460
88,10-15 min.,278,23.1473771856786,Dineen Park Pavilion,1460
88,15+ min.,226,18.817651956702747,Dineen Park Pavilion,1460
89,0-5 min.,129,13.465553235908143,Enderis Playground Fieldhouse,1136
89,5-10 min.,526,54.90605427974948,Enderis Playground Fieldhouse,1136
89,10-15 min.,303,31.62839248434238,Enderis Playground Fieldhouse,1136
89,15+ min.,0,0,Enderis Playground Fieldhouse,1136
90,0-5 min.,67,9.896602658788774,Enderis Playground Fieldhouse,1043
90,5-10 min.,454,67.0605612998523,Enderis Playground Fieldhouse,1043
